,Name,Gender,Parliament,YOB,Parliament_Year,Age@Parliament,Age_buckets
1506,"Turner, John Barry",M,33,1929,1984,55,51-60
1507,"Turner, John Napier",M,33,1929,1984,55,51-60
1508,"Belsher, Ross",M,34,1933,1988,55,51-60
1509,"Comuzzi, Joseph R. (Joe)",M,34,1933,1988,55,51-60
1510,"Crosby, Howard Edward",M,34,1933,1988,55,51-60
1511,"Flis, Jesse Philip",M,34,1933,1988,55,51-60
1512,"Foster, Maurice Brydon",M,34,1933,1988,55,51-60
1513,"Hicks, Robert Nelson David",M,34,1933,1988,55,51-60
1514,"Jourdenais, Fernand",M,34,1933,1988,55,51-60
1515,"Larrivée, Gaby",M,34,1933,1988,55,51-60
1516,"Weiner, Gérard (Gerry)",M,34,1933,1988,55,51-60
1517,"Bouchard, Lucien",M,35,1938,1993,55,51-60
1518,"Dalphond-Guiral, Madeleine",F,35,1938,1993,55,51-60
1519,"Debien, Maud",F,35,1938,1993,55,51-60
1520,"Harvard, John",M,35,1938,1993,55,51-60
1521,"Martin, Paul Edgar Philippe",M,35,1938,1993,55,51-60
1522,"Mifflin, Fred J.",M,35,1938,1993,55,51-60
1523,"Nunez, Osvaldo",M,35,1938,1993,55,51-60
1524,"Phinney, Elizabeth  (Beth)",F,35,1938,1993,55,51-60
1525,"Abbott, Jim",M,36,1942,1997,55,51-60
1526,"Bonin, Raymond",M,36,1942,1997,55,51-60
1527,"Cummins, John Martin",M,36,1942,1997,55,51-60
1528,"de Savoye, Pierre",M,36,1942,1997,55,51-60
1529,"Gagliano, Alfonso",M,36,1942,1997,55,51-60
1530,"Gilmour, William (Bill) Douglas",M,36,1942,1997,55,51-60
1531,"Godfrey, John Ferguson",M,36,1942,1997,55,51-60
1532,"Manning, Ernest Preston",M,36,1942,1997,55,51-60
1533,"McClelland, Ian G.",M,36,1942,1997,55,51-60
1534,"Penson, Charles Frederick (Charlie)",M,36,1942,1997,55,51-60
1535,"Provenzano, Carmen",M,36,1942,1997,55,51-60
1536,"Reynolds, John Douglas",M,36,1942,1997,55,51-60
1537,"Riis, Nelson Andrew",M,36,1942,1997,55,51-60
1538,"Steckle, Paul Daniel",M,36,1942,1997,55,51-60
1539,"Breitkreuz, Garry W.",M,37,1945,2000,55,51-60
1540,"Casey, William D. (Bill)",M,37,1945,2000,55,51-60
1541,"Elley, Reed",M,37,1945,2000,55,51-60
1542,"Fitzpatrick, Brian",M,37,1945,2000,55,51-60
1543,"Gaudet, Roger",M,37,1945,2000,55,51-60
1544,"Maloney, John",M,37,1945,2000,55,51-60
1545,"Price, David",M,37,1945,2000,55,51-60
1546,"Robillard, Lucienne",F,37,1945,2000,55,51-60
1547,"Skelton, Carol",F,37,1945,2000,55,51-60
1548,"Stinson, Darrel",M,37,1945,2000,55,51-60
1549,"Ablonczy, Diane",F,38,1949,2004,55,51-60
1550,"Bagnell, Larry",M,38,1949,2004,55,51-60
1551,"Boshcoff, Ken",M,38,1949,2004,55,51-60
1552,"Boudria, Don",M,38,1949,2004,55,51-60
1553,"Bourgeois, Diane",F,38,1949,2004,55,51-60
1554,"Bradshaw, Claudette",F,38,1949,2004,55,51-60
1555,"Easter, Wayne",M,38,1949,2004,55,51-60
1556,"Frulla, Liza",F,38,1949,2004,55,51-60
1557,"Goodale, Ralph",M,38,1949,2004,55,51-60
1558,"Komarnicki, Ed",M,38,1949,2004,55,51-60
1559,"Malhi, Gurbax Singh",M,38,1949,2004,55,51-60
1560,"Paradis, Denis",M,38,1949,2004,55,51-60
1561,"Powers, Russ",M,38,1949,2004,55,51-60
1562,"Roy, Jean-Yves",M,38,1949,2004,55,51-60
1563,"Bachand, Claude",M,39,1951,2006,55,51-60
1564,"Blaikie, William Alexander (Bill)",M,39,1951,2006,55,51-60
1565,"Cannis, John",M,39,1951,2006,55,51-60
1566,"Chan, Raymond",M,39,1951,2006,55,51-60
1567,"Jennings, Marlene",F,39,1951,2006,55,51-60
1568,"Lemay, Marc",M,39,1951,2006,55,51-60
1569,"Lukiwski, Tom",M,39,1951,2006,55,51-60
1570,"Lunney, James",M,39,1951,2006,55,51-60
1571,"Mathyssen, Irene",F,39,1951,2006,55,51-60
1572,"Murphy, Shawn",M,39,1951,2006,55,51-60
1573,"Nash, Peggy",F,39,1951,2006,55,51-60
1574,"Ratansi, Yasmin",F,39,1951,2006,55,51-60
1575,"Ritz, Gerry",M,39,1951,2006,55,51-60
1576,"Wasylycia-Leis, Judy",F,38,1951,2004,53,51-60
1577,"Allen, Malcolm",M,40,1953,2008,55,51-60
1578,"Bevington, Dennis Fraser",M,40,1953,2008,55,51-60
1579,"Brunelle, Paule",F,40,1953,2008,55,51-60
1580,"Crête, Paul",M,40,1953,2008,55,51-60
1581,"Davies, Libby",F,40,1953,2008,55,51-60
1582,"Dreeshen, Earl",M,40,1953,2008,55,51-60
1583,"Guarnieri, Albina",F,40,1953,2008,55,51-60
1584,"Guimond, Michel",M,40,1953,2008,55,51-60
1585,"Kamp, Randy",M,40,1953,2008,55,51-60
1586,"Keddy, Gerald",M,40,1953,2008,55,51-60
1587,"Merrifield, Rob",M,40,1953,2008,55,51-60
1588,"Rafferty, John",M,40,1953,2008,55,51-60
1589,"Simson, Michelle",F,40,1953,2008,55,51-60
1590,"Yelich, Lynne",F,39,1953,2006,53,51-60
1591,"Blanchette, Denis",M,41,1956,2011,55,51-60
1592,"James, Roxanne",F,41,1956,2011,55,51-60
1593,"Miller, Larry",M,41,1956,2011,55,51-60
1594,"Nunez-Melo, José",M,41,1956,2011,55,51-60
1595,"Stoffer, Peter",M,41,1956,2011,55,51-60
1596,"Vincent, Robert",M,40,1956,2008,52,51-60
1597,"Aubin, Robert",M,42,1960,2015,55,51-60
1598,"Ayoub, Ramez",M,42,1960,2015,55,51-60
1599,"Berthold, Luc",M,42,1960,2015,55,51-60
1600,"Brown, Gordon",M,42,1960,2015,55,51-60
1601,"Dhaliwal, Sukh",M,42,1960,2015,55,51-60
1602,"Eyking, Mark",M,42,1960,2015,55,51-60
1603,"Falk, Ted",M,42,1960,2015,55,51-60
1604,"Gallant, Cheryl",F,42,1960,2015,55,51-60
1605,"Jowhari, Majid",M,42,1960,2015,55,51-60
1606,"Lapointe, Linda",F,42,1960,2015,55,51-60
1607,"McGuinty, David",M,42,1960,2015,55,51-60
1608,"Philpott, Jane",F,42,1960,2015,55,51-60
1609,"Picard, Michel",M,42,1960,2015,55,51-60
1610,"Poissant, Jean-Claude",M,42,1960,2015,55,51-60
1611,"Serré, Marc G.",M,42,1960,2015,55,51-60
1612,"Thériault, Luc",M,42,1960,2015,55,51-60
1613,"Young, Wai",F,41,1960,2011,51,51-60
1614,"Badawey, Vance",M,43,1964,2019,55,51-60
1615,"Brassard, John",M,43,1964,2019,55,51-60
1616,"Deltell, Gérard",M,43,1964,2019,55,51-60
1617,"Gourde, Jacques",M,43,1964,2019,55,51-60
1618,"Maloney, James",M,43,1964,2019,55,51-60
1619,"Manly, Paul",M,43,1964,2019,55,51-60
1620,"McCauley, Kelly",M,43,1964,2019,55,51-60
1621,"Reid, Scott",M,43,1964,2019,55,51-60
1622,"Sheehan, Terry",M,43,1964,2019,55,51-60
1623,"Shipley, Doug",M,43,1964,2019,55,51-60
1624,"Yip, Jean",F,42,1964,2015,51,51-60
1625,"Yip, Jean",F,43,1964,2019,55,51-60
1626,"Yurdiga, David",M,42,1964,2015,51,51-60
1627,"Yurdiga, David",M,43,1964,2019,55,51-60
1628,"MacDonald, Daniel Joseph",M,29,1918,1972,54,51-60
1629,"MacInnis, Donald",M,29,1918,1972,54,51-60
1630,"Nesbitt, Wallace Bickford (Wally)",M,29,1918,1972,54,51-60
1631,"Orlikow, David",M,29,1918,1972,54,51-60
1632,"Ritchie, William Gordon",M,29,1918,1972,54,51-60
1633,"Whicher, Ross Mackenzie",M,29,1918,1972,54,51-60
1634,"Lambert, Marcel Joseph Aimé",M,29,1919,1972,53,51-60
1635,"Mitges, Constantine George (Gus)",M,29,1919,1972,53,51-60
1636,"Pelletier, Gérard",M,29,1919,1972,53,51-60
1637,"Towers, Thomas Gordon",M,29,1919,1972,53,51-60
1638,"Trudeau, Pierre Elliott",M,29,1919,1972,53,51-60
1639,"Trudel, Jacques L.",M,29,1919,1972,53,51-60
1640,"Whittaker, George H.",M,29,1919,1972,53,51-60
1641,"Gendron, Rosaire",M,29,1920,1972,52,51-60
1642,"Isabelle, Joseph Gaston",M,29,1920,1972,52,51-60
1643,"Lamoureux, Lucien",M,29,1920,1972,52,51-60
1644,"Masniuk, Peter Paul",M,29,1920,1972,52,51-60
1645,"Andras, Robert Knight",M,29,1921,1972,51,51-60
1646,"Danson, Barnett Jerome",M,29,1921,1972,51,51-60
1647,"Gilbert, John",M,29,1921,1972,51,51-60
1648,"Hamilton, Frank Fletcher",M,29,1921,1972,51,51-60
1649,"Jamieson, Donald Campbell",M,29,1921,1972,51,51-60
1650,"Kempling, William James",M,29,1921,1972,51,51-60
1651,"Loiselle, Gérard",M,29,1921,1972,51,51-60
1652,"Cook, Charles Henry (Chuck)",M,32,1926,1980,54,51-60
1653,"Corriveau, Léopold",M,32,1926,1980,54,51-60
1654,"Éthier, Denis",M,32,1926,1980,54,51-60
1655,"Halliday, Bruce",M,32,1926,1980,54,51-60
1656,"Blenkarn, Donald Alex",M,33,1930,1984,54,51-60
1657,"Caccia, Charles L.",M,33,1930,1984,54,51-60
1658,"Domm, William Henry (Bill)",M,33,1930,1984,54,51-60
1659,"Hopkins, Leonard Donald",M,33,1930,1984,54,51-60
1660,"Kindy, Alex",M,33,1930,1984,54,51-60
1661,"Oostrom, John Martin",M,33,1930,1984,54,51-60
1662,"Bernier, Gilles",M,34,1934,1988,54,51-60
1663,"Bernier, Gilles",M,34,1934,1988,54,51-60
1664,"Blackburn, Derek Nigel Ernest",M,34,1934,1988,54,51-60
1665,"Cardiff, Murray",M,34,1934,1988,54,51-60
1666,"Chrétien, Joseph Jacques Jean",M,34,1934,1988,54,51-60
1667,"Corbeil, Jean",M,34,1934,1988,54,51-60
1668,"Fisher, Ron",M,34,1934,1988,54,51-60
1669,"Hawkes, Frederick James (Jim)",M,34,1934,1988,54,51-60
1670,"Hnatyshyn, Ramon John",M,34,1934,1988,54,51-60
1671,"James, Kenneth Albert",M,34,1934,1988,54,51-60
1672,"MacLaren, Roy",M,34,1934,1988,54,51-60
1673,"Axworthy, Lloyd",M,35,1939,1993,54,51-60
1674,"Catterall, Marlene",F,35,1939,1993,54,51-60
1675,"Epp, Ken",M,35,1939,1993,54,51-60
1676,"Graham, Bill",M,35,1939,1993,54,51-60
1677,"Jackson, Ovid L.",M,35,1939,1993,54,51-60
1678,"Jennings, Daphne G.",F,35,1939,1993,54,51-60
1679,"Ouellet, André",M,35,1939,1993,54,51-60
1680,"Payne, Jean",F,35,1939,1993,54,51-60
1681,"Péloquin, Gaston",M,35,1939,1993,54,51-60
1682,"Proud, George Albert",M,35,1939,1993,54,51-60
1683,"Simmons, Roger",M,35,1939,1993,54,51-60
1684,"Bryden, John H.",M,36,1943,1997,54,51-60
1685,"Earle, Gordon S.",M,36,1943,1997,54,51-60
1686,"Girard-Bujold, Jocelyne",F,36,1943,1997,54,51-60
1687,"Hanger, Art",M,36,1943,1997,54,51-60
1688,"Hearn, Loyola",M,36,1943,1997,54,51-60
1689,"Konrad, Derrek P.",M,36,1943,1997,54,51-60
1690,"Lefebvre, Réjean",M,36,1943,1997,54,51-60
1691,"Marleau, Diane",F,36,1943,1997,54,51-60
1692,"Normand, Gilbert",M,36,1943,1997,54,51-60
1693,"Patry, Bernard",M,36,1943,1997,54,51-60
1694,"Plamondon, Louis",M,36,1943,1997,54,51-60
1695,"Vanclief, Lyle",M,36,1943,1997,54,51-60
1696,"Chatters, David Cameron",M,37,1946,2000,54,51-60
1697,"Collenette, David Michael",M,37,1946,2000,54,51-60
1698,"DeVillers, Paul",M,37,1946,2000,54,51-60
1699,"Forseth, Paul Eugene",M,37,1946,2000,54,51-60
1700,"Gouk, James William (Jim)",M,37,1946,2000,54,51-60
1701,"Lebel, Ghislain",M,37,1946,2000,54,51-60
1702,"MacAulay, Lawrence",M,37,1946,2000,54,51-60
1703,"Milliken, Peter Andrew Stewart",M,37,1946,2000,54,51-60
1704,"Mills, Dennis Joseph",M,37,1946,2000,54,51-60
1705,"Nystrom, Lorne Edmund",M,37,1946,2000,54,51-60
1706,"Parrish, Carolyn",F,37,1946,2000,54,51-60
1707,"Proulx, Marcel",M,37,1946,2000,54,51-60
1708,"Shepherd, Alexander James",M,37,1946,2000,54,51-60
1709,"Telegdi, Andrew",M,37,1946,2000,54,51-60
1710,"Ur, Rose-Marie Margaret",F,37,1946,2000,54,51-60
1711,"Asselin, Gérard",M,38,1950,2004,54,51-60
1712,"Bennett, Carolyn",F,38,1950,2004,54,51-60
1713,"Benoit, Leon Earl",M,38,1950,2004,54,51-60
1714,"Cardin, Serge",M,38,1950,2004,54,51-60
1715,"Day, Stockwell Burt",M,38,1950,2004,54,51-60
1716,"Demers, Nicole",F,38,1950,2004,54,51-60
1717,"Fontana, Joseph Frank (Joe)",M,38,1950,2004,54,51-60
1718,"Gauthier, Michel",M,38,1950,2004,54,51-60
1719,"Hinton, Betty",F,38,1950,2004,54,51-60
1720,"Layton, Jack",M,38,1950,2004,54,51-60
1721,"McCallum, John",M,38,1950,2004,54,51-60
1722,"McLellan, A. Anne",F,38,1950,2004,54,51-60
1723,"Obhrai, Deepak",M,38,1950,2004,54,51-60
1724,"St. Denis, Brent",M,38,1950,2004,54,51-60
1725,"Wappel, Thomas (Tom) William",M,37,1950,2000,50,41-50
1726,"Barnes, Susan (Sue)",F,39,1952,2006,54,51-60
1727,"Bonsant, France",F,39,1952,2006,54,51-60
1728,"Chamberlain, Brenda",F,39,1952,2006,54,51-60
1729,"Crowder, Jean",F,39,1952,2006,54,51-60
1730,"Gravel, Raymond",M,39,1952,2006,54,51-60
1731,"Hill, Jay D.",M,39,1952,2006,54,51-60
1732,"Menzies, Ted",M,39,1952,2006,54,51-60
1733,"Nicholson, Rob",M,39,1952,2006,54,51-60
1734,"St. Amand, Lloyd",M,39,1952,2006,54,51-60
1735,"Toews, Vic",M,39,1952,2006,54,51-60
1736,"Wilfert, Bryon",M,38,1952,2004,52,51-60
1737,"Blais, Raynald",M,40,1954,2008,54,51-60
1738,"Christopherson, David",M,40,1954,2008,54,51-60
1739,"Holder, Ed",M,40,1954,2008,54,51-60
1740,"Lavallée, Carole",F,40,1954,2008,54,51-60
1741,"Lebel, Denis",M,40,1954,2008,54,51-60
1742,"McColeman, Phil",M,40,1954,2008,54,51-60
1743,"Mulcair, Thomas J.",M,40,1954,2008,54,51-60
1744,"Murray, Joyce",F,40,1954,2008,54,51-60
1745,"Valeriote, Frank",M,40,1954,2008,54,51-60
1746,"Anderson, David",M,41,1957,2011,54,51-60
1747,"Anderson, David",M,41,1957,2011,54,51-60
1748,"Bateman, Joyce",F,41,1957,2011,54,51-60
1749,"Chisholm, Robert",M,41,1957,2011,54,51-60
1750,"Chow, Olivia",F,41,1957,2011,54,51-60
1751,"Finley, Diane",F,41,1957,2011,54,51-60
1752,"Goguen, Robert",M,41,1957,2011,54,51-60
1753,"McLeod, Cathy",F,41,1957,2011,54,51-60
1754,"Scarpaleggia, Francis",M,41,1957,2011,54,51-60
1755,"Stanton, Bruce",M,41,1957,2011,54,51-60
1756,"Sweet, David",M,41,1957,2011,54,51-60
1757,"Block, Kelly",F,42,1961,2015,54,51-60
1758,"Clement, Tony",M,42,1961,2015,54,51-60
1759,"Goldsmith-Jones, Pamela",F,42,1961,2015,54,51-60
1760,"Hardcastle, Cheryl",F,42,1961,2015,54,51-60
1761,"Kwan, Jenny Wai Ching",F,42,1961,2015,54,51-60
1762,"Martel, Richard",M,42,1961,2015,54,51-60
1763,"Rota, Anthony",M,42,1961,2015,54,51-60
1764,"Saganash, Romeo",M,42,1961,2015,54,51-60
1765,"Vaughan, Adam",M,41,1961,2011,50,41-50
1766,"Vaughan, Adam",M,42,1961,2015,54,51-60
1767,"Allison, Dean",M,43,1965,2019,54,51-60
1768,"Bergeron, Stéphane",M,43,1965,2019,54,51-60
1769,"Bezan, James",M,43,1965,2019,54,51-60
1770,"Blanchet, Yves-François",M,43,1965,2019,54,51-60
1771,"Blaney, Steven",M,43,1965,2019,54,51-60
1772,"Duclos, Jean-Yves",M,43,1965,2019,54,51-60
1773,"Fisher, Darren",M,43,1965,2019,54,51-60
1774,"Godin, Joël",M,43,1965,2019,54,51-60
1775,"Iacono, Angelo",M,43,1965,2019,54,51-60
1776,"Wilkinson, Jonathan",M,42,1965,2015,50,41-50
1777,"Wilkinson, Jonathan",M,43,1965,2019,54,51-60
1778,"Stewart, Ronald Alexander",M,32,1927,1980,53,51-60
1779,"Mackasey, Bryce Stuart",M,29,1921,1972,51,51-60
1780,"Morin, Albanie",F,29,1921,1972,51,51-60
1781,"Neale, Charles Patrick (Paddy)",M,29,1921,1972,51,51-60
1782,"Saltsman, Max",M,29,1921,1972,51,51-60
1783,"Scott, William C.",M,29,1921,1972,51,51-60
1784,"Smith, G.A. Percy",M,29,1921,1972,51,51-60
1785,"Alexander, Lincoln MacCauley",M,29,1922,1972,50,41-50
1786,"Béchard, Albert",M,29,1922,1972,50,41-50
1787,"Cyr, Alexandre",M,29,1922,1972,50,41-50
1788,"Gillespie, Alastair William",M,29,1922,1972,50,41-50
1789,"Herbert, Harold Thomas",M,29,1922,1972,50,41-50
1790,"McCleave, Robert Jardine",M,29,1922,1972,50,41-50
1791,"Peters, William Arnold",M,29,1922,1972,50,41-50
1792,"Richardson, James Armstrong",M,29,1922,1972,50,41-50
1793,"Sauvé, Jeanne",F,29,1922,1972,50,41-50
1794,"Skoreyko, William",M,29,1922,1972,50,41-50
1795,"Yanakis, Antonio",M,29,1922,1972,50,41-50
1796,"Bell, Thomas Miller",M,29,1923,1972,49,41-50
1797,"Dupras, Maurice",M,29,1923,1972,49,41-50
1798,"Fairweather, Robert Gordon Lee",M,29,1923,1972,49,41-50
1799,"Frank, William Charles",M,29,1923,1972,49,41-50
1800,"Hellyer, Paul Theodore",M,29,1923,1972,49,41-50
1801,"Morgan, J. Trevor",M,29,1923,1972,49,41-50
1802,"Roy, Jean Robert",M,29,1923,1972,49,41-50
1803,"Arrol, Ian MacLachlan",M,29,1924,1972,48,41-50
1804,"Beaudoin, Léonel",M,29,1924,1972,48,41-50
1805,"Gillies, James McPhail",M,29,1924,1972,48,41-50
1806,"Laniel, Gérald",M,29,1924,1972,48,41-50
1807,"McKenzie, A. Daniel",M,29,1924,1972,48,41-50
1808,"McRae, Paul Edmund",M,29,1924,1972,48,41-50
1809,"Neil, Douglas Charles",M,29,1924,1972,48,41-50
1810,"Nielsen, Erik",M,29,1924,1972,48,41-50
1811,"Rose, Mark Willson",M,29,1924,1972,48,41-50
1812,"Benjamin, Leslie Gordon",M,29,1925,1972,47,41-50
1813,"Howard, Frank",M,29,1925,1972,47,41-50
1814,"Laflamme, Ovide",M,29,1925,1972,47,41-50
1815,"Laprise, Gérard",M,29,1925,1972,47,41-50
1816,"Cossitt, Thomas Charles",M,32,1927,1980,53,51-60
1817,"Cullen, Jack Sydney George (Bud)",M,32,1927,1980,53,51-60
1818,"de Corneille, Roland",M,32,1927,1980,53,51-60
1819,"Fretz, Claude Girvin (Girve)",M,32,1927,1980,53,51-60
1820,"Killens, Marie Thérèse Rollande",F,32,1927,1980,53,51-60
1821,"Nicholson, Aideen",F,32,1927,1980,53,51-60
1822,"Robinson, William Kenneth",M,32,1927,1980,53,51-60
1823,"Savard, Pierre Raymond",M,32,1927,1980,53,51-60
1824,"Stevens, Sinclair McKnight",M,32,1927,1980,53,51-60
1825,"Crosbie, John Carnell",M,33,1931,1984,53,51-60
1826,"Fraleigh, Sidney Arthur",M,33,1931,1984,53,51-60
1827,"Fraser, John Allen",M,33,1931,1984,53,51-60
1828,"Gray, Herbert Eser (Herb)",M,33,1931,1984,53,51-60
1829,"Guilbault, Jean-Guy",M,33,1931,1984,53,51-60
1830,"Merrithew, Gerald Stairs",M,33,1931,1984,53,51-60
1831,"Nowlan, John Patrick (Pat)",M,33,1931,1984,53,51-60
1832,"Feltham, Louise",F,34,1935,1988,53,51-60
1833,"Mazankowski, Donald Frank",M,34,1935,1988,53,51-60
1834,"Pagtakhan, Rey D.",M,34,1935,1988,53,51-60
1835,"Parent, Gilbert",M,34,1935,1988,53,51-60
1836,"Redway, Alan",M,34,1935,1988,53,51-60
1837,"Rocheleau, Gilles",M,34,1935,1988,53,51-60
1838,"Sparrow, Barbara Jane (Bobbie)",F,34,1935,1988,53,51-60
1839,"Vézina, Monique",F,34,1935,1988,53,51-60
1840,"Wise, John",M,33,1935,1984,49,41-50
1841,"Assad, Mark Joseph",M,35,1940,1993,53,51-60
1842,"Bhaduria, Jag",M,35,1940,1993,53,51-60
1843,"Breitkreuz, Cliff N.",M,35,1940,1993,53,51-60
1844,"Bridgman, Margaret",F,35,1940,1993,53,51-60
1845,"Fillion, Gilbert",M,35,1940,1993,53,51-60
1846,"Hubbard, Charles",M,35,1940,1993,53,51-60
1847,"Lalonde, Francine",F,35,1940,1993,53,51-60
1848,"Lastewka, Walt",M,35,1940,1993,53,51-60
1849,"Laurin, René",M,35,1940,1993,53,51-60
1850,"MacLellan, Russell Gregoire",M,35,1940,1993,53,51-60
1851,"Massé, Marcel",M,35,1940,1993,53,51-60
1852,"McCormick, Larry",M,35,1940,1993,53,51-60
1853,"O'Reilly, John Francis",M,35,1940,1993,53,51-60
1854,"Pickard, Jerry",M,35,1940,1993,53,51-60
1855,"Wood, Bob",M,34,1940,1988,48,41-50
1856,"Young, M. Douglas",M,34,1940,1988,48,41-50
1857,"Beaumier, Colleen",F,36,1944,1997,53,51-60
1858,"Caplan, Elinor",F,36,1944,1997,53,51-60
1859,"Carroll, M. Aileen",F,36,1944,1997,53,51-60
1860,"Cullen, Roy",M,36,1944,1997,53,51-60
1861,"Goldring, Peter",M,36,1944,1997,53,51-60
1862,"Kilger, Robert (Bob)",M,36,1944,1997,53,51-60
1863,"Marchand, Jean-Paul",M,36,1944,1997,53,51-60
1864,"McDonough, Alexa",F,36,1944,1997,53,51-60
1865,"McGuire, Joseph Blair (Joe)",M,36,1944,1997,53,51-60
1866,"Rocheleau, Yves",M,36,1944,1997,53,51-60
1867,"Sgro, Judy",F,36,1944,1997,53,51-60
1868,"Comartin, Joe",M,37,1947,2000,53,51-60
1869,"Dubé, Antoine",M,37,1947,2000,53,51-60
1870,"Duceppe, Gilles",M,37,1947,2000,53,51-60
1871,"Hilstrom, Howard E.",M,37,1947,2000,53,51-60
1872,"Longfield, Judi",F,37,1947,2000,53,51-60
1873,"Mahoney, Steve",M,37,1947,2000,53,51-60
1874,"Mark, Inky",M,37,1947,2000,53,51-60
1875,"Matthews, Bill",M,37,1947,2000,53,51-60
1876,"Picard, Pauline",F,37,1947,2000,53,51-60
1877,"Rock, Allan",M,37,1947,2000,53,51-60
1878,"Saada, Jacques",M,37,1947,2000,53,51-60
1879,"Thompson, Gregory Francis",M,37,1947,2000,53,51-60
1880,"Bachand, Claude",M,38,1951,2004,53,51-60
1881,"Blaikie, William Alexander (Bill)",M,38,1951,2004,53,51-60
1882,"Blondin-Andrew, Ethel Dorothy",F,38,1951,2004,53,51-60
1883,"Cannis, John",M,38,1951,2004,53,51-60
1884,"Chan, Raymond",M,38,1951,2004,53,51-60
1885,"Desrochers, Odina",M,38,1951,2004,53,51-60
1886,"Godbout, Marc",M,38,1951,2004,53,51-60
1887,"Jennings, Marlene",F,38,1951,2004,53,51-60
1888,"Lemay, Marc",M,38,1951,2004,53,51-60
1889,"Lukiwski, Tom",M,38,1951,2004,53,51-60
1890,"Lunney, James",M,38,1951,2004,53,51-60
1891,"Murphy, Shawn",M,38,1951,2004,53,51-60
1892,"Myers, Lynn",M,38,1951,2004,53,51-60
1893,"O'Brien, Lawrence D.",M,38,1951,2004,53,51-60
1894,"Pettigrew, Pierre Stewart",M,38,1951,2004,53,51-60
1895,"Ratansi, Yasmin",F,38,1951,2004,53,51-60
1896,"Ritz, Gerry",M,38,1951,2004,53,51-60
1897,"Wasylycia-Leis, Judy",F,37,1951,2000,49,41-50
1898,"Bevington, Dennis Fraser",M,39,1953,2006,53,51-60
1899,"Brunelle, Paule",F,39,1953,2006,53,51-60
1900,"Crête, Paul",M,39,1953,2006,53,51-60
1901,"Davies, Libby",F,39,1953,2006,53,51-60
1902,"Guarnieri, Albina",F,39,1953,2006,53,51-60
1903,"Guimond, Michel",M,39,1953,2006,53,51-60
1904,"Kadis, Susan",F,39,1953,2006,53,51-60
1905,"Kamp, Randy",M,39,1953,2006,53,51-60
1906,"Keddy, Gerald",M,39,1953,2006,53,51-60
1907,"Merrifield, Rob",M,39,1953,2006,53,51-60
1908,"Redman, Karen",F,39,1953,2006,53,51-60
1909,"Yelich, Lynne",F,38,1953,2004,51,51-60
1910,"Bélanger, Mauril",M,40,1955,2008,53,51-60
1911,"Brown, Lois",F,40,1955,2008,53,51-60
1912,"Cuzner, Rodger",M,40,1955,2008,53,51-60
1913,"Dion, Stéphane",M,40,1955,2008,53,51-60
1914,"Fast, Edward",M,40,1955,2008,53,51-60
1915,"Godin, Yvon",M,40,1955,2008,53,51-60
1916,"Karygiannis, Jim",M,40,1955,2008,53,51-60
1917,"Martin, Pat",M,40,1955,2008,53,51-60
1918,"Paquette, Pierre A.",M,40,1955,2008,53,51-60
1919,"Preston, Joe",M,40,1955,2008,53,51-60
1920,"Siksay, Bill",M,40,1955,2008,53,51-60
1921,"Tweed, Mervin C.",M,40,1955,2008,53,51-60
1922,"Van Kesteren, Dave",M,40,1955,2008,53,51-60
1923,"Vellacott, Maurice",M,39,1955,2006,51,51-60
1924,"Vellacott, Maurice",M,40,1955,2008,53,51-60
1925,"Benskin, Tyrone",M,41,1958,2011,53,51-60
1926,"Dechert, Bob",M,41,1958,2011,53,51-60
1927,"Dubourg, Emmanuel",M,41,1958,2011,53,51-60
1928,"Giguère, Alain",M,41,1958,2011,53,51-60
1929,"Goodyear, Gary",M,41,1958,2011,53,51-60
1930,"Grewal, Nina",F,41,1958,2011,53,51-60
1931,"Hayes, Bryan",M,41,1958,2011,53,51-60
1932,"Hughes, Carol",F,41,1958,2011,53,51-60
1933,"LeBlanc, Hélène",F,41,1958,2011,53,51-60
1934,"Pilon, François",M,41,1958,2011,53,51-60
1935,"Shory, Devinder",M,41,1958,2011,53,51-60
1936,"Sorenson, Kevin",M,41,1958,2011,53,51-60
1937,"Weston, John",M,40,1958,2008,50,41-50
1938,"Angus, Charlie",M,42,1962,2015,53,51-60
1939,"Baylis, Frank",M,42,1962,2015,53,51-60
1940,"Boucher, Sylvie",F,42,1962,2015,53,51-60
1941,"Carrie, Colin",M,42,1962,2015,53,51-60
1942,"Ellis, Neil R.",M,42,1962,2015,53,51-60
1943,"Généreux, Bernard",M,42,1962,2015,53,51-60
1944,"Jolibois, Georgina",F,42,1962,2015,53,51-60
1945,"Julian, Peter",M,42,1962,2015,53,51-60
1946,"Lametti, David",M,42,1962,2015,53,51-60
1947,"Lamoureux, Kevin",M,42,1962,2015,53,51-60
1948,"Morneau, Bill",M,42,1962,2015,53,51-60
1949,"Ruimy, Dan",M,42,1962,2015,53,51-60
1950,"Aboultaif, Ziad",M,43,1966,2019,53,51-60
1951,"Brière, Élisabeth",F,43,1966,2019,53,51-60
1952,"Champoux, Martin",M,43,1966,2019,53,51-60
1953,"Fillmore, Andy",M,43,1966,2019,53,51-60
1954,"Fonseca, Peter",M,43,1966,2019,53,51-60
